Session,RC,RT,MC,LT,JP,AD,Volume
3,M,2.42097677493007,3,Y,L,0,50
3,M,1.52795571312686,1,Y,L,80,10
3,M,0.553177297719685,2,Y,L,34,33
3,M,0.636314935552718,2,Y,L,34,33
3,M,0.741542829672653,5,W,L,80,10
3,G,0.609513865937572,5,W,L,80,10
3,G,0.525672265120306,1,Y,L,80,10
3,G,0.392959468797926,5,Y,R,80,10
3,G,0.519168644653462,2,W,L,34,67
3,G,0.47889402998527,4,Y,R,34,33
3,G,0.778572844995949,3,W,L,0,50
3,G,1.08622660216923,3,Y,L,0,50
3,G,0.814063636090452,4,W,R,34,67
3,G,0.502681849592875,3,Y,L,0,50
3,G,0.919582369377792,4,W,L,34,33
3,G,0.697422407835802,1,W,R,80,10
3,G,0.477953609951101,1,Y,L,80,10
3,G,0.612479043355393,5,W,R,80,90
3,G,0.436296006970565,5,W,R,80,90
3,G,0.452502779196493,1,W,L,80,90
3,G,0.569381365862455,3,W,L,0,50
3,G,0.485926749391524,4,Y,L,34,67
3,G,0.427619505453208,5,Y,L,80,90
3,G,0.889473605143735,1,W,L,80,90
3,G,0.435979328786402,5,Y,L,80,90
3,G,0.526084187122592,5,W,R,80,90
3,G,0.527025508517795,1,W,L,80,90
3,G,0.735691494156185,5,Y,L,80,90
3,G,0.594345461647094,5,W,R,80,90
3,G,0.519483219661652,2,W,L,34,67
3,G,0.652846498212284,4,W,R,34,67
3,G,0.922179190577708,5,Y,L,80,90
3,G,0.637086801069586,5,Y,L,80,90
3,G,1.40482889162638,3,Y,L,0,50
3,G,0.802850704563866,4,W,R,34,67
3,G,0.455631703872768,5,W,R,80,90
3,G,0.553237388456637,2,Y,L,34,33
3,G,0.442299672505442,1,Y,R,80,90
3,G,0.53623831986306,1,Y,R,80,90
3,G,0.577941892257286,2,W,L,34,67
3,G,0.942630171559131,3,W,L,0,50
3,G,0.628760929002965,1,W,L,80,90
3,G,0.986096806177329,1,W,L,80,90
3,G,0.729803803743607,5,W,R,80,90
3,G,1.09691914791324,2,W,L,34,67
3,G,0.803044196737119,1,W,L,80,90
3,G,1.31345101102647,3,W,R,0,50
3,G,1.12946849743116,4,W,R,34,67
3,G,0.693546855752174,4,W,R,34,67
3,G,1.08703902893353,1,W,L,80,90
3,G,0.803024366794034,2,Y,R,34,67
3,G,0.787207883904557,4,W,L,34,33
3,G,0.702891265811331,5,Y,R,80,10
3,G,0.936648739596876,4,W,L,34,33
3,G,1.00235014872464,3,Y,R,0,50
3,G,1.12170567557018,4,W,L,34,33
3,G,0.787962924015119,1,Y,R,80,90
3,G,0.7944431090948,1,Y,R,80,90
3,G,0.478389868701697,5,Y,R,80,10
3,G,0.660832557161257,1,W,L,80,90
3,G,0.711250488237283,5,Y,R,80,10
3,G,0.56901451191311,3,Y,L,0,50
3,G,0.852877444941896,5,Y,R,80,10
3,G,0.576438722471039,4,W,L,34,33
3,G,0.580166451341483,5,W,L,80,10
3,G,1.76124357780259,3,Y,L,0,50
4,R,0.573585013370575,4,W,R,34,67
4,R,0.619538803593969,5,W,R,80,90
4,R,0.585738064477482,1,W,L,80,90
4,R,0.639981071417424,2,W,L,34,67
4,R,0.956622900580442,3,Y,R,0,50
4,R,1.02538893729525,3,W,L,0,50
4,R,1.00326172520454,2,W,L,34,67
4,R,0.691008623020934,2,Y,R,34,67
4,R,0.81949013009671,1,Y,R,80,90
4,R,0.557124357779685,1,W,L,80,90
4,R,1.38903494276383,2,Y,R,34,67
4,R,0.57755070155963,1,W,L,80,90
4,R,0.587166120842085,2,W,L,34,67
4,R,0.50316227503572,4,W,R,34,67
4,R,0.753800438662438,4,Y,L,34,67
4,R,1.48828981762472,3,W,L,0,50
4,R,0.909106150286789,2,Y,R,34,67
4,R,0.569781269717168,2,Y,R,34,67
4,R,0.553384310309411,2,Y,R,34,67
4,R,1.62084066941134,3,Y,R,0,50
4,R,0.65324369798418,4,Y,L,34,67
4,R,0.728419914069491,5,Y,L,80,90
4,R,0.794801850795011,3,W,L,0,50
4,R,0.486853949463693,2,Y,R,34,67
4,R,0.625747979448533,4,Y,L,34,67
4,R,0.48569600096198,4,W,R,34,67
4,R,0.469208304539279,2,Y,R,34,67
4,R,0.428302136225284,5,Y,L,80,90
4,R,0.557462668630251,5,Y,L,80,90
4,R,0.477952408135934,5,Y,L,80,90
4,R,0.836443529729877,1,W,L,80,90
4,R,0.494827088904458,1,W,L,80,90
4,R,0.675593546255186,5,W,R,80,90
4,R,0.654579815521174,3,W,L,0,50
4,R,1.2643622870537,3,Y,R,0,50
4,R,0.903993630382502,3,Y,R,0,50
4,R,0.623109395186475,1,W,L,80,90
4,R,0.669870204008475,3,Y,R,0,50
4,R,0.623420665205231,2,Y,R,34,67
4,R,0.469882522608714,1,Y,R,80,90
4,R,1.01137097016544,1,Y,R,80,90
4,R,0.862689661388686,3,W,L,0,50
4,R,0.525060240964194,5,Y,L,80,90
4,R,2.09090586785987,3,W,L,0,50
4,B,0.872965778325124,5,Y,L,80,90
4,B,0.871532614247371,5,W,R,80,90
4,B,1.17346783643279,4,W,R,34,67
4,B,0.691919298140419,4,W,R,34,67
4,B,0.592668329177286,5,Y,L,80,90
4,B,0.527573836493502,4,Y,L,34,67
4,B,0.655248324970671,4,W,R,34,67
4,B,0.569496439623435,5,W,R,80,90
4,B,0.686408677102918,1,Y,R,80,90
4,B,0.542060811826559,5,Y,L,80,90
4,B,0.808757924465681,3,W,L,0,50
4,B,0.719722681248641,4,Y,L,34,67
4,B,0.645673767388871,5,W,R,80,90
4,B,0.591881140521764,4,Y,L,34,67
4,B,0.553366583540992,2,Y,R,34,67
4,B,0.569933900189426,5,W,R,80,90
4,B,0.542304479764425,2,Y,R,34,67
4,B,0.639788180151299,2,W,L,34,67
4,B,0.541796713037002,5,W,R,80,90
4,B,0.739879518072485,5,Y,L,80,90
4,B,1.0217285100498,3,W,L,0,50
4,B,1.18596971426814,5,W,R,80,90
4,B,0.542522008232481,2,W,L,34,67
4,B,0.576292701979582,2,Y,R,34,67
4,B,0.553560676621601,4,W,R,34,67
4,B,0.469070696752169,5,Y,L,80,90
4,B,0.652872036775079,5,W,R,80,90
4,B,0.790628849562381,2,Y,R,34,67
4,B,0.586013280052612,5,Y,L,80,90
4,B,0.541881440975885,5,Y,L,80,90
4,B,0.56954751675039,5,W,R,80,90
4,B,0.560064897996199,1,Y,R,80,90
4,B,0.72649130186619,2,W,L,34,67
4,B,0.493313102785578,4,W,R,34,67
4,B,0.527030315776756,2,W,L,34,67
4,B,1.08680948231904,3,Y,R,0,50
4,B,1.56041853198258,1,Y,R,80,90
4,B,0.496798966439201,2,Y,R,34,67
4,B,0.603030075413699,1,Y,R,80,90
4,B,0.754986629810446,3,Y,R,0,50
4,B,0.703021963164247,1,W,L,80,90
4,B,0.612184298290231,4,Y,L,34,67
4,B,0.552654207854175,1,W,L,80,90
4,B,0.546111227953588,5,Y,L,80,90
4,B,0.591007421206086,5,Y,L,80,90
4,B,0.720588889222199,5,W,R,80,90
4,B,0.760676321245228,5,Y,L,80,90
4,B,1.15361656100777,3,Y,R,0,50
4,B,0.675419283117662,3,W,L,0,50
4,B,0.546182735931325,5,W,R,80,90
4,B,0.636328155515002,3,Y,R,0,50
4,B,0.996756001562062,3,W,L,0,50
4,B,0.478862782802025,1,W,L,80,90
4,B,1.03900249376602,3,Y,R,0,50
4,B,0.494510110265765,5,W,R,80,90
4,B,0.623862031668068,3,Y,R,0,50
4,B,0.969709761739978,3,Y,R,0,50
4,M,0.608245050025289,5,W,R,80,90
4,M,0.569358531382022,1,Y,R,80,90
4,M,0.952953159270692,3,Y,R,0,50
4,M,0.629422828471434,4,Y,L,34,67
4,M,0.59080761950554,2,Y,R,34,67
4,M,0.754958687618455,4,W,R,34,67
4,M,0.574871255596008,1,W,L,80,90
4,M,0.903721118888825,3,Y,R,0,50
4,M,0.606648739596494,4,Y,L,34,67
4,M,0.653307995072282,4,W,R,34,67
4,M,0.543995733557495,4,W,R,34,67
4,M,0.903543550762151,3,W,L,0,50
4,M,0.903239792085515,2,W,L,34,67
4,M,0.552612444791521,4,Y,L,34,67
4,M,0.790043265330496,5,Y,L,80,90
4,M,0.626865066249593,5,W,R,80,90
4,M,0.586538773547545,2,W,L,34,67
4,M,0.503241895262363,1,Y,R,80,90
4,M,0.56925367304666,2,W,L,34,67
4,M,0.6529261184387,1,W,L,80,90
4,M,0.552917405282642,4,Y,L,34,67
4,M,0.539579064386999,2,W,L,34,67
4,M,0.853599735601165,4,W,R,34,67
4,M,0.578158519364479,1,Y,R,80,90
4,M,0.519779166541412,5,W,R,80,90
4,M,2.25472523510507,5,W,R,80,90
4,M,0.795165399753387,2,Y,R,34,67
4,M,0.621211128804134,4,Y,L,34,67
4,M,0.540514076255022,1,Y,R,80,90
4,M,0.492925217077754,2,Y,R,34,67
4,M,0.524764894990767,4,Y,L,34,67
4,M,0.503225370308428,4,Y,L,34,67
4,M,0.530572664723877,5,W,R,80,90
4,M,0.794505603460493,4,W,R,34,67
4,M,0.602916503920824,3,Y,R,0,50
4,M,1.35777363819398,1,Y,R,80,90
4,M,0.601242976895264,1,W,L,80,90
4,M,0.536784845116017,4,Y,L,34,67
4,M,0.937005077667891,3,W,L,0,50
4,M,0.595831505574097,5,W,R,80,90
4,M,0.712046990956878,4,Y,L,34,67
4,M,0.52305020581116,2,Y,R,34,67
4,M,0.702949253372935,1,Y,R,80,90
4,M,0.536454045609389,5,Y,L,80,90
4,M,0.570766156896752,4,Y,L,34,67
4,M,0.653413454316251,3,Y,R,0,50
4,M,0.603475047321808,1,Y,R,80,90
4,M,0.612637081993853,4,W,R,34,67
4,M,0.638754018567852,4,W,R,34,67
4,M,0.940561247483856,2,W,L,34,67
4,M,1.10488387465011,1,W,L,80,90
4,M,0.590130697353743,2,W,L,34,67
4,M,0.780959048162913,2,Y,R,34,67
4,G,0.669702851305374,1,Y,R,80,90
4,G,0.977859567948144,1,W,L,80,90
4,G,0.541193702490091,4,W,R,34,67
4,G,0.663289066490506,4,W,R,34,67
4,G,1.11234834600236,2,W,L,34,67
4,G,0.540502659015146,2,W,L,34,67
4,G,0.669483219661743,4,W,R,34,67
4,G,0.619982573685775,2,W,L,34,67
4,G,0.608111648589329,1,Y,R,80,90
4,G,0.653805546375224,2,W,L,34,67
4,G,2.02076044827663,3,Y,R,0,50
4,G,0.537153802241846,5,Y,L,80,90
4,G,0.536096505723435,5,W,R,80,90
4,G,0.720108463780889,4,W,R,34,67
4,G,0.695870564552934,2,Y,R,34,67
4,G,0.674991437070275,4,Y,L,34,67
4,G,0.686733467535305,4,W,R,34,67
4,G,0.592233272241174,1,W,L,80,90
4,G,0.98676411381166,3,W,L,0,50
4,G,0.536140071508271,4,Y,L,34,67
4,G,0.576658654568746,4,W,R,34,67
4,G,0.586454346062055,5,W,R,80,90
4,G,0.569266893008717,2,Y,R,34,67
4,G,0.770964756782632,1,Y,R,80,90
4,G,0.736479884625624,2,Y,R,34,67
4,G,0.635989243757649,4,W,R,34,67
4,G,0.490072709792003,4,Y,L,34,67
4,G,0.937812396719892,3,Y,R,0,50
4,G,0.902870534507201,5,Y,L,80,90
4,G,0.462827269176159,1,W,L,80,90
4,G,0.742390409517611,3,W,L,0,50
4,G,0.586534867649789,4,W,R,34,67
4,G,0.61078508547962,3,Y,R,0,50
4,G,0.440594898296695,1,Y,R,80,90
4,G,0.51250548327971,4,W,R,34,67
4,G,0.631362257007822,2,W,L,34,67
4,G,0.485763302586747,4,Y,L,34,67
4,G,0.4564961091246,4,Y,L,34,67
4,G,0.519370849983716,5,W,R,80,90
4,G,0.486515638614037,1,W,L,80,90
4,G,0.691507977045148,3,W,L,0,50
4,G,0.696802571883381,2,W,L,34,67
4,G,0.80384099990988,2,Y,R,34,67
4,G,0.590346723552102,5,Y,L,80,90
4,G,0.695975723341689,3,Y,R,0,50
4,G,0.472209235947048,1,W,L,80,90
4,G,0.569259682119991,4,W,R,34,67
4,G,0.57091458101695,1,Y,R,80,90
4,G,0.808186161103549,3,Y,R,0,50
5,R,1.61462187903732,4,Y,L,34,67
5,R,1.85617883003334,2,Y,R,34,67
5,R,1.32046089595286,4,Y,L,34,67
5,R,1.90355076165008,2,W,L,34,67
5,R,0.887202776191998,5,W,R,80,90
5,R,1.00566926058355,5,Y,L,80,90
5,R,1.37565814379718,1,W,L,80,90
5,R,0.845289186671948,2,Y,R,34,67
5,R,2.02186221194006,3,W,R,0,50
5,R,1.56460895952887,3,W,L,0,50
5,R,0.890240963855376,4,W,R,34,67
5,R,0.870790193191738,5,Y,L,80,90
5,R,0.691009824835533,5,W,R,80,90
5,R,1.30415978126962,2,Y,R,34,67
5,R,0.836474176005822,1,W,L,80,90
5,R,2.09388336387951,4,Y,L,34,67
5,R,0.819942613346257,2,Y,R,34,67
5,R,0.86023134933771,4,Y,L,34,67
5,R,0.736353093170692,1,Y,R,80,90
5,R,0.844036595258785,1,W,L,80,90
5,R,1.5037106030104,4,Y,L,34,67
5,R,0.760645374515434,4,Y,L,34,67
5,R,0.762345641919183,1,Y,R,80,90
5,R,0.957649550821543,5,Y,L,80,90
5,R,1.27629450470226,4,W,R,34,67
5,R,0.688716461857439,4,W,R,34,67
5,R,0.912077937686036,5,Y,L,80,90
5,R,0.56997896824214,4,W,R,34,67
5,R,0.653409247964419,1,W,L,80,90
5,R,0.604224378811978,4,Y,L,34,67
5,R,0.642932728419964,4,W,R,34,67
5,R,0.603103686566783,2,Y,R,34,67
5,R,1.04308716161404,2,W,L,34,67
5,R,0.997657663071095,2,W,L,34,67
5,R,0.777759216416825,4,Y,L,34,67
5,R,1.03650602409652,2,W,L,34,67
5,R,0.677371631162941,1,W,L,80,90
5,R,0.803309196887312,5,W,R,80,90
5,R,0.820037857164607,5,W,R,80,90
5,R,0.706888501637422,4,W,R,34,67
5,R,0.759195385031489,2,W,L,34,67
5,R,1.06968872998232,5,Y,L,80,90
5,R,0.696709731695137,2,Y,R,34,67
5,B,1.37259892437584,4,Y,L,34,67
5,B,1.087430820539,4,Y,L,34,67
5,B,2.06237448547307,4,W,R,34,67
5,B,1.25338881711377,5,W,R,80,90
5,B,2.05524441907278,4,W,R,34,67
5,B,1.60881320794397,4,W,R,34,67
5,B,1.45841901270921,1,Y,R,80,90
5,B,1.3725718835442,2,W,L,34,67
5,B,2.23226151488757,3,Y,L,0,50
5,B,0.920325691794687,4,W,R,34,67
5,B,0.587609890935369,4,W,R,34,67
5,B,0.812007331069935,2,W,L,34,67
5,B,0.723376798966456,1,Y,R,80,90
5,B,1.15736472072831,2,Y,R,34,67
5,B,1.67861911486341,5,W,R,80,90
5,B,0.91967551002017,5,W,R,80,90
5,B,0.853412252501357,3,W,R,0,50
5,B,0.692380494546796,5,W,R,80,90
5,B,0.922178289216845,4,Y,L,34,67
5,B,0.75351350539313,5,Y,L,80,90
5,B,0.724440104557971,1,W,L,80,90
5,B,0.942092059009155,2,W,L,34,67
5,B,0.719957936483979,5,Y,L,80,90
5,B,0.853075443920261,2,W,L,34,67
5,B,0.854923234083344,4,W,R,34,67
5,B,1.52057176336257,1,W,L,80,90
5,B,0.929668900039132,2,Y,R,34,67
5,B,0.702403629480386,5,W,R,80,90
5,B,0.738175645224374,4,Y,L,34,67
5,B,0.754180813027688,4,W,R,34,67
5,B,1.42354565393748,5,Y,L,80,90
5,B,0.669351620947737,5,W,R,80,90
5,B,0.669529789982789,1,Y,R,80,90
5,B,0.502796322447011,2,Y,R,34,67
5,B,0.654007751704967,4,W,R,34,67
5,B,1.09056695610388,1,W,L,80,90
5,B,0.703353964486269,4,Y,L,34,67
5,B,0.595926148484068,1,Y,R,80,90
5,B,0.653256317038768,2,Y,R,34,67
5,B,0.72731604723117,5,W,R,80,90
5,B,0.653522519003673,5,Y,L,80,90
5,B,0.728059670102084,5,W,R,80,90
5,B,2.05864224979723,5,Y,L,80,90
5,B,0.819588678905347,4,Y,L,34,67
5,M,0.997343989423996,4,Y,L,34,67
5,M,1.65851125199049,5,Y,L,80,90
5,M,1.60396328455965,2,Y,R,34,67
5,M,3.32822191509172,2,Y,R,34,67
5,M,2.52164949073097,3,Y,L,0,50
5,M,1.62111468317164,3,Y,L,0,50
5,M,0.624068443349529,2,Y,R,34,67
5,M,2.08117026710329,3,W,L,0,50
5,M,0.758005287984929,4,W,R,34,67
5,M,0.623699486224154,1,Y,R,80,90
5,M,3.14044647417597,3,W,R,0,50
5,M,1.88065799357025,3,W,L,0,50
5,M,1.47428446954905,3,W,R,0,50
5,M,1.32698464681675,3,Y,L,0,50
5,M,0.642062915001588,2,Y,R,34,67
5,M,1.05681158549396,1,Y,R,80,90
5,M,2.15942673436894,4,Y,L,34,67
5,M,0.852962172881007,2,Y,R,34,67
5,M,0.814024276657847,1,W,L,80,90
5,M,0.796729862091752,4,Y,L,34,67
5,M,0.740814830393902,1,Y,R,80,90
5,M,0.786749091127604,4,Y,L,34,67
5,M,0.603153261424723,4,Y,L,34,67
5,M,1.01985968812892,5,Y,L,80,90
5,M,0.877589159631043,4,W,R,34,67
5,M,0.887470480425463,5,W,R,80,90
5,M,0.687060661599162,4,W,R,34,67
5,M,0.779294234293957,1,Y,R,80,90
5,M,1.05318811405209,1,Y,R,80,90
5,M,0.874582519604701,2,W,L,34,67
5,M,0.586935372412199,1,Y,R,80,90
5,M,0.989975963705092,2,W,L,34,67
5,M,0.59728389868701,2,Y,R,34,67
5,M,0.671663612054317,4,W,R,34,67
5,M,0.636560406213448,5,W,R,80,90
5,M,1.34286692906289,5,Y,L,80,90
5,M,0.753507496319571,2,W,L,34,67
5,M,0.886007871886477,4,W,R,34,67
5,M,0.653187813598606,1,Y,R,80,90
5,M,0.713283958777765,5,W,R,80,90
5,M,0.593114502899425,1,Y,R,80,90
5,M,0.669822131418414,4,W,R,34,67
5,M,0.602752756662539,4,Y,L,34,67
5,M,0.786794459634166,4,Y,L,34,67
5,M,0.762558363128392,5,W,R,80,90
5,M,0.719885827599683,5,Y,L,80,90
5,M,0.595084577712441,5,W,R,80,90
5,M,0.589026229606588,2,W,L,34,67
5,M,0.588375146471208,4,W,R,34,67
5,G,2.62162966078779,5,W,R,80,90
5,G,1.5774605654538,2,W,L,34,67
5,G,1.5464726737373,1,Y,R,80,90
5,G,2.1807412192411,3,W,L,0,50
5,G,1.47040320884537,3,W,R,0,50
5,G,1.32014902502772,3,Y,R,0,50
5,G,0.679207403178793,5,Y,L,80,90
5,G,1.11072168975159,4,Y,L,34,67
5,G,1.10655469759331,5,Y,L,80,90
5,G,1.07015533455524,1,W,L,80,90
5,G,1.39079019319172,3,W,R,0,50
5,G,1.15906979539102,5,W,R,80,90
5,G,0.862860018628112,5,Y,L,80,90
5,G,0.886283387915682,3,Y,R,0,50
5,G,1.92113932037375,2,Y,R,34,67
5,G,0.953154763693192,5,Y,L,80,90
5,G,0.756707628519052,4,W,R,34,67
5,G,0.636420995703702,5,W,R,80,90
5,G,0.704873959679162,5,W,R,80,90
5,G,1.20450500255401,2,W,L,34,67
5,G,0.922169576059787,5,W,R,80,90
5,G,0.991386293302867,5,W,R,80,90
5,G,0.740153832286751,1,Y,R,80,90
5,G,0.940650181774345,1,Y,R,80,90
5,G,1.07280683832596,1,Y,R,80,90
5,G,1.40382447495722,2,Y,R,34,67
5,G,0.676235615779888,4,W,R,34,67
5,G,0.845120632154476,4,Y,L,34,67
5,G,0.652209836853444,1,W,L,80,90
5,G,0.746246131658836,2,W,L,34,67
5,G,0.947796472673872,5,Y,L,80,90
5,G,0.906435117026831,1,W,L,80,90
5,G,0.719460385181719,4,Y,L,34,67
5,G,1.72090136105498,4,W,R,34,67
5,G,0.585971516990639,5,W,R,80,90
5,G,0.559899648469127,5,W,R,80,90
5,G,0.572504281464944,5,W,R,80,90
5,G,0.594914520926523,1,W,L,80,90
5,G,0.88653606946491,1,W,L,80,90
5,G,0.62484271249582,2,Y,R,34,67
5,G,0.852800228344677,5,Y,L,80,90
5,G,0.858222816452781,1,W,L,80,90
5,G,0.805246822702429,5,Y,L,80,90
5,G,0.819803503289677,5,Y,L,80,90
5,G,0.747002073130261,2,W,L,34,67
5,G,1.4062524411861,1,W,L,80,90
5,G,0.775467355706951,2,W,L,34,67
6,R,1.07965327644743,5,Y,L,80,90
6,R,0.607972238079497,5,Y,L,80,90
6,R,0.786077276687806,1,W,L,80,90
6,R,1.65408556920951,3,Y,L,0,50
6,R,0.902941742030464,1,W,L,80,90
6,R,0.814402547847265,1,Y,R,80,90
6,R,1.85385061442778,3,Y,L,0,50
6,R,0.66325872066821,2,Y,R,34,67
6,R,0.743765886488603,2,W,L,34,67
6,R,0.763127422407848,4,Y,L,34,67
6,R,1.22703602439682,4,W,R,34,67
6,R,0.808944506204369,2,W,L,34,67
6,R,0.744352972989191,1,Y,R,80,90
6,R,0.95286783042394,2,W,L,34,67
6,R,0.976625905116691,1,W,L,80,90
6,R,1.81107442237783,3,Y,L,0,50
6,R,0.63633085959799,1,Y,R,80,90
6,R,0.761605023585616,4,Y,L,34,67
6,R,0.925223988222228,3,Y,L,0,50
6,R,1.02814199441156,5,W,R,80,90
6,R,0.692072829973256,1,Y,R,80,90
6,R,0.853282456509305,5,W,R,80,90
6,R,0.680690743021955,4,Y,L,34,67
6,R,0.686314635098995,4,Y,L,34,67
6,R,0.929821230057371,4,Y,L,34,67
6,R,1.43743953369585,3,Y,L,0,50
6,R,0.92211759757231,5,W,R,80,90
6,R,0.802820959649125,3,Y,L,0,50
6,R,0.84674698795186,2,Y,R,34,67
6,R,1.14351110176369,4,W,R,34,67
6,R,0.636186040921757,3,Y,R,0,50
6,R,0.788688519664674,4,Y,L,34,67
6,R,0.870472914100333,2,W,L,34,67
6,R,0.824937655860367,5,W,R,80,90
6,R,0.686632515097813,4,W,R,34,67
6,R,0.74766637622804,4,W,R,34,67
6,R,0.863831385391904,5,Y,L,80,90
6,R,0.769186972328043,5,W,R,80,90
6,R,2.05410960550421,2,W,L,34,67
6,R,0.619490130096437,3,W,R,0,50
6,R,0.875547877294821,1,W,L,80,90
6,R,0.759035844124583,1,W,L,80,90
6,R,1.03991286843143,1,W,L,80,90
6,R,0.64136285791551,3,W,R,0,50
6,R,1.53730763452813,1,W,L,80,90
6,R,0.658517261064162,5,W,R,80,90
6,R,0.702751855301358,3,W,R,0,50
6,R,0.719629841059941,1,Y,R,80,90
6,R,0.619486825105923,5,Y,L,80,90
6,R,0.552095964906812,3,Y,R,0,50
6,R,0.469570050776611,2,Y,R,34,67
6,R,0.528071387795535,4,W,R,34,67
6,R,0.560804614968674,1,Y,R,80,90
6,R,0.788425021782814,3,Y,L,0,50
6,B,0.892279842562267,3,Y,L,0,50
6,B,1.6971051287444,1,W,L,80,90
6,B,0.953502088153101,4,Y,R,34,33
6,B,0.745961301565359,5,Y,L,80,90
6,B,0.919779466995166,3,W,R,0,50
6,B,1.61327825015775,2,W,L,34,67
6,B,1.52158789772557,3,W,R,0,50
6,B,0.952867830423941,2,Y,R,34,67
6,B,0.846474776913141,5,W,R,80,90
6,B,0.602742541237262,4,Y,L,34,67
6,B,0.889915572514496,2,Y,R,34,67
6,B,0.902902683051423,5,W,R,80,90
6,B,0.920554036595263,4,W,R,34,67
6,B,0.961836372923074,2,Y,R,34,67
6,B,1.69477420905571,4,W,L,34,33
6,B,0.907453655019083,5,W,R,80,90
6,B,1.79856112730226,3,W,L,0,50
6,B,1.82061923504489,3,W,R,0,50
6,B,0.602609740708431,2,Y,R,34,67
6,B,1.89373433885169,5,Y,L,80,90
6,B,1.00343628879614,4,W,R,34,67
6,B,0.725496199260874,4,W,R,34,67
6,B,0.819856984045828,1,W,L,80,90
6,B,0.936314034191696,4,Y,L,34,67
6,B,0.909723582609786,2,W,L,34,67
6,B,0.692290959348611,1,Y,R,80,90
6,B,2.36281134513115,2,Y,R,34,67
6,B,0.636547787158634,2,Y,R,34,67
6,B,1.1872177988763,4,Y,L,34,67
6,B,0.636280082925168,2,W,L,34,67
6,B,0.747186551693062,2,W,L,34,67
6,B,0.939771354745631,2,Y,R,34,67
6,B,0.827233122014377,5,Y,L,80,90
6,B,0.794806057146161,3,W,L,0,50
6,B,1.40347594868263,2,Y,R,34,67
6,B,1.07290448577351,1,W,L,80,90
6,B,1.35400024036289,5,Y,L,80,90
6,B,0.721458402187409,4,W,R,34,67
6,B,0.837229817023626,5,W,R,80,90
6,B,0.535384130036391,3,Y,R,0,50
6,B,0.962028362827823,4,Y,L,34,67
6,B,1.17037316347705,3,Y,R,0,50
6,B,1.43003905897899,2,W,L,34,67
6,B,0.530434456028615,3,Y,R,0,50
6,B,1.44581558152822,1,W,L,80,90
6,B,0.824951476729893,3,Y,R,0,50
6,B,0.978812907490237,3,W,L,0,50
6,B,0.986667367725204,1,W,L,80,90
6,B,0.556876183036593,5,W,R,80,90
6,B,1.79708740197702,4,Y,R,34,33
6,B,0.579149115164,5,Y,L,80,90
6,B,0.543422467926575,1,Y,R,80,90
6,B,0.919000090136251,3,Y,R,0,50
6,M,1.23742691464111,2,Y,R,34,67
6,M,0.836675479974765,5,Y,R,80,10
6,M,1.30292131117988,4,Y,L,34,67
6,M,1.10179971757353,3,W,R,0,50
6,M,0.937338881711383,4,W,R,34,67
6,M,1.22058017606585,3,W,L,0,50
6,M,1.22563981612234,3,Y,L,0,50
6,M,0.885722440885729,2,Y,R,34,67
6,M,1.02263347654957,2,Y,R,34,67
6,M,1.14146080581679,1,W,R,80,10
6,M,0.976073971697303,5,Y,L,80,90
6,M,1.62407505333056,4,W,L,34,33
6,M,1.14761920499956,3,W,R,0,50
6,M,2.2439674909113,5,Y,R,80,10
6,M,1.27001412132319,5,Y,L,80,90
6,M,2.90494005948983,4,Y,R,34,33
6,M,0.635756091698454,4,W,R,34,67
6,M,3.28995763603041,3,W,L,0,50
6,M,0.753014151368575,5,Y,L,80,90
6,M,1.4130219631644,5,W,R,80,90
6,M,1.79628789472099,5,W,R,80,90
6,M,0.686571823453505,4,Y,L,34,67
6,M,3.04879037346393,3,Y,L,0,50
6,M,0.639546615389236,5,Y,L,80,90
6,M,0.678971547035985,3,Y,L,0,50
6,M,2.3208571943635,1,Y,R,80,90
6,M,1.8117825917135,4,Y,L,34,67
6,M,1.58784905206869,3,W,R,0,50
6,M,1.61480876122948,4,W,L,34,33
6,M,1.0876092900279,2,W,L,34,67
6,M,1.08692335426497,3,W,R,0,50
6,M,0.703874951176431,2,Y,R,34,67
6,M,0.719109455277476,2,W,L,34,67
6,M,1.64118498933385,1,Y,R,80,90
6,M,0.854969203497376,2,Y,R,34,67
6,M,1.57222966679683,4,W,R,34,67
6,M,1.15332181594226,1,W,L,80,90
6,M,2.77584442508169,5,Y,L,80,90
6,M,2.78900369558028,4,W,R,34,67
6,M,0.753121112880308,5,W,R,80,90
6,M,1.36039960340122,2,W,L,34,67
6,M,1.22612384700892,2,Y,R,34,67
6,M,1.18034492083052,2,Y,L,34,33
6,M,0.758434335847141,4,Y,R,34,33
6,M,2.03216296607866,1,Y,R,80,90
6,M,0.744164288075126,5,W,R,80,90
6,M,1.01270228044336,1,Y,L,80,10
6,M,0.880771565063242,2,Y,R,34,67
6,M,2.97797404080143,2,Y,R,34,67
6,M,2.51210497851775,4,W,R,34,67
6,M,0.937018598083114,1,Y,R,80,90
6,M,0.85431090947327,5,W,R,80,90
6,M,0.806089294835147,4,Y,R,34,33
6,M,0.769469999699368,5,W,L,80,10
6,G,1.03060992098068,4,Y,L,34,67
6,G,1.13740167653156,3,Y,L,0,50
6,G,1.00819457380645,3,W,R,0,50
6,G,1.23088904245409,3,W,R,0,50
6,G,0.959599795691474,5,W,R,80,90
6,G,0.703234984827106,5,Y,L,80,90
6,G,0.838572544542245,1,Y,L,80,10
6,G,0.641899167743304,5,Y,L,80,90
